key,value,comment_zh
lowlevel.melbands.dvar2,0.00000000;0.00000000;0.00000000;0.00000011;0.00000024;0.00000000;0.00000000;0.00000018;0.00000001;0.00000000;0.00000007;0.00000000;0.00000001;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000,（低层·melbands·dvar2）
lowlevel.melbands.max,0.00000059;0.00001233;0.00018166;0.00724729;0.01108960;0.00031832;0.00037080;0.00955247;0.00180145;0.00069590;0.00541142;0.00028648;0.00183451;0.00096163;0.00084567;0.00041853;0.00048895;0.00018955;0.00021654;0.00008862;0.00002946;0.00000003;0.00000001;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000,（低层·melbands·最大值）
lowlevel.melbands.mean,0.00000001;0.00000008;0.00000125;0.00044706;0.00067985;0.00000350;0.00001075;0.00048759;0.00008625;0.00002685;0.00023153;0.00000971;0.00006711;0.00003508;0.00002741;0.00001350;0.00001430;0.00000535;0.00000578;0.00000218;0.00000072;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000,（低层·melbands·均值）
lowlevel.melbands.median,0.00000000;0.00000000;0.00000001;0.00002318;0.00003547;0.00000007;0.00000009;0.00000546;0.00000094;0.00000003;0.00000027;0.00000001;0.00000001;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000,（低层·melbands·median）
lowlevel.melbands.min,0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000,（低层·melbands·最小值）
lowlevel.melbands.stdev,0.00000006;0.00000090;0.00001318;0.00121062;0.00183932;0.00002418;0.00004151;0.00151278;0.00026905;0.00009523;0.00081429;0.00003584;0.00025765;0.00013456;0.00011264;0.00005542;0.00006221;0.00002365;0.00002640;0.00001040;0.00000345;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000,（低层·melbands·标准差）
lowlevel.melbands.var,0.00000000;0.00000000;0.00000000;0.00000147;0.00000338;0.00000000;0.00000000;0.00000229;0.00000007;0.00000001;0.00000066;0.00000000;0.00000007;0.00000002;0.00000001;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000,（低层·melbands·方差）
lowlevel.melbands128.dmean,0.00000001;0.00000000;0.00000000;0.00000001;0.00000003;0.00000009;0.00000025;0.00000064;0.00000194;0.00001199;0.00012258;0.00021094;0.00005289;0.00000360;0.00000097;0.00000047;0.00000044;0.00000089;0.00000388;0.00007643;0.00013773;0.00001868;0.00000133;0.00000042;0.00000038;0.00000118;0.00003128;0.00008856;0.00001228;0.00000067;0.00000021;0.00000035;0.00000718;0.00004381;0.00000636;0.00000028;0.00000016;0.00000233;0.00001925;0.00000366;0.00000011;0.00000008;0.00000283;0.00000890;0.00000025;0.00000005;0.00000141;0.00000414;0.00000010;0.00000002;0.00000100;0.00000130;0.00000002;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000,（低层·melbands128·dmean）
lowlevel.melbands128.dmean2,0.00000000;0.00000000;0.00000001;0.00000001;0.00000001;0.00000006;0.00000016;0.00000041;0.00000123;0.00001062;0.00006309;0.00009928;0.00002986;0.00000199;0.00000070;0.00000038;0.00000037;0.00000065;0.00000383;0.00004059;0.00006974;0.00001324;0.00000093;0.00000034;0.00000031;0.00000082;0.00001647;0.00004753;0.00000808;0.00000047;0.00000017;0.00000026;0.00000482;0.00002483;0.00000430;0.00000021;0.00000013;0.00000158;0.00001169;0.00000222;0.00000008;0.00000006;0.00000162;0.00000557;0.00000026;0.00000004;0.00000083;0.00000264;0.00000010;0.00000002;0.00000063;0.00000083;0.00000001;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000,（低层·melbands128·dmean2）
lowlevel.melbands128.dvar,0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000001;0.00000059;0.00000150;0.00000010;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000023;0.00000069;0.00000001;0.00000000;0.00000000;0.00000000;0.00000000;0.00000004;0.00000030;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000008;0.00000000;0.00000000;0.00000000;0.00000000;0.00000002;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000,（低层·melbands128·dvar）
lowlevel.melbands128.dvar2,0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000001;0.00000054;0.00000102;0.00000013;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000021;0.00000053;0.00000002;0.00000000;0.00000000;0.00000000;0.00000000;0.00000004;0.00000024;0.00000001;0.00000000;0.00000000;0.00000000;0.00000000;0.00000006;0.00000000;0.00000000;0.00000000;0.00000000;0.00000001;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000,（低层·melbands128·dvar2）
lowlevel.melbands128.max,0.00000099;0.00000041;0.00000046;0.00000149;0.00000588;0.00001962;0.00005402;0.00013737;0.00041832;0.00212883;0.01537677;0.02531658;0.00713965;0.00077658;0.00020940;0.00010084;0.00009451;0.00019127;0.00083780;0.00968892;0.01671510;0.00279071;0.00028725;0.00009076;0.00008235;0.00025416;0.00412812;0.01079293;0.00179138;0.00014463;0.00004458;0.00007597;0.00103078;0.00536648;0.00092712;0.00006085;0.00003431;0.00035038;0.00238938;0.00051571;0.00002316;0.00001693;0.00038211;0.00111517;0.00005327;0.00001040;0.00019026;0.00052336;0.00002200;0.00000441;0.00013004;0.00016712;0.00000398;0.00000015;0.00000006;0.00000002;0.00000001;0.00000001;0.00000001;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000,（低层·melbands128·最大值）
lowlevel.melbands128.mean,0.00000001;0.00000000;0.00000000;0.00000001;0.00000004;0.00000013;0.00000034;0.00000086;0.00000278;0.00008460;0.00094355;0.00153518;0.00038172;0.00000964;0.00000124;0.00000055;0.00000051;0.00000112;0.00002247;0.00049719;0.00084577;0.00010987;0.00000173;0.00000050;0.00000045;0.00000155;0.00016296;0.00045620;0.00006230;0.00000087;0.00000024;0.00000044;0.00003135;0.00019902;0.00002807;0.00000036;0.00000019;0.00000963;0.00008018;0.00001496;0.00000014;0.00000010;0.00001062;0.00003366;0.00000080;0.00000006;0.00000491;0.00001430;0.00000030;0.00000003;0.00000320;0.00000414;0.00000003;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000,（低层·melbands128·均值）
lowlevel.melbands128.median,0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000001;0.00000386;0.00004914;0.00008114;0.00001931;0.00000023;0.00000000;0.00000000;0.00000000;0.00000000;0.00000019;0.00000554;0.00000956;0.00000113;0.00000000;0.00000000;0.00000000;0.00000000;0.00000018;0.00000053;0.00000007;0.00000000;0.00000000;0.00000000;0.00000000;0.00000002;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000,（低层·melbands128·median）
lowlevel.melbands128.min,0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000,（低层·melbands128·最小值）
lowlevel.melbands128.stdev,0.00000007;0.00000004;0.00000003;0.00000013;0.00000044;0.00000143;0.00000390;0.00000987;0.00003017;0.00025584;0.00255802;0.00414162;0.00104857;0.00006121;0.00001470;0.00000695;0.00000649;0.00001341;0.00008977;0.00154547;0.00262292;0.00035445;0.00002031;0.00000626;0.00000567;0.00001800;0.00057674;0.00160371;0.00022485;0.00001022;0.00000306;0.00000531;0.00012350;0.00076311;0.00011077;0.00000427;0.00000237;0.00004069;0.00032942;0.00006230;0.00000162;0.00000118;0.00004641;0.00014642;0.00000496;0.00000072;0.00002250;0.00006535;0.00000199;0.00000031;0.00001527;0.00001974;0.00000030;0.00000001;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000,（低层·melbands128·标准差）
lowlevel.melbands128.var,0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000007;0.00000654;0.00001715;0.00000110;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000001;0.00000239;0.00000688;0.00000013;0.00000000;0.00000000;0.00000000;0.00000000;0.00000033;0.00000257;0.00000005;0.00000000;0.00000000;0.00000000;0.00000002;0.00000058;0.00000001;0.00000000;0.00000000;0.00000000;0.00000011;0.00000000;0.00000000;0.00000000;0.00000000;0.00000002;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000,（低层·melbands128·方差）
lowlevel.melbands_crest.dmean,0.14053300,（低层·melbands·crest·dmean）
lowlevel.melbands_crest.dmean2,0.04346788,（低层·melbands·crest·dmean2）
lowlevel.melbands_crest.dvar,0.43471628,（低层·melbands·crest·dvar）
lowlevel.melbands_crest.dvar2,0.10078304,（低层·melbands·crest·dvar2）
lowlevel.melbands_crest.max,23.62586784,（低层·melbands·crest·最大值）
lowlevel.melbands_crest.mean,20.13029861,（低层·melbands·crest·均值）
lowlevel.melbands_crest.median,21.52973175,（低层·melbands·crest·median）
lowlevel.melbands_crest.min,7.78349924,（低层·melbands·crest·最小值）
lowlevel.melbands_crest.stdev,3.62449312,（低层·melbands·crest·标准差）
lowlevel.melbands_crest.var,13.13695049,（低层·melbands·crest·方差）
lowlevel.melbands_flatness_db.dmean,0.01844332,（低层·melbands·平坦度·db·dmean）
lowlevel.melbands_flatness_db.dmean2,0.02216766,（低层·melbands·平坦度·db·dmean2）
lowlevel.melbands_flatness_db.dvar,0.00053728,（低层·melbands·平坦度·db·dvar）
lowlevel.melbands_flatness_db.dvar2,0.00113423,（低层·melbands·平坦度·db·dvar2）
lowlevel.melbands_flatness_db.max,0.81825584,（低层·melbands·平坦度·db·最大值）
lowlevel.melbands_flatness_db.mean,0.70641857,（低层·melbands·平坦度·db·均值）
lowlevel.melbands_flatness_db.median,0.74665910,（低层·melbands·平坦度·db·median）
lowlevel.melbands_flatness_db.min,0.14277963,（低层·melbands·平坦度·db·最小值）
lowlevel.melbands_flatness_db.stdev,0.11085627,（低层·melbands·平坦度·db·标准差）
lowlevel.melbands_flatness_db.var,0.01228911,（低层·melbands·平坦度·db·方差）
lowlevel.melbands_kurtosis.dmean,2.87108922,（低层·melbands·峰度·dmean）
lowlevel.melbands_kurtosis.dmean2,1.47603834,（低层·melbands·峰度·dmean2）
lowlevel.melbands_kurtosis.dvar,141.59344482,（低层·melbands·峰度·dvar）
lowlevel.melbands_kurtosis.dvar2,59.00374603,（低层·melbands·峰度·dvar2）
lowlevel.melbands_kurtosis.max,313.81576538,（低层·melbands·峰度·最大值）
lowlevel.melbands_kurtosis.mean,16.43947411,（低层·melbands·峰度·均值）
lowlevel.melbands_kurtosis.median,4.76001596,（低层·melbands·峰度·median）
lowlevel.melbands_kurtosis.min,0.18383312,（低层·melbands·峰度·最小值）
lowlevel.melbands_kurtosis.stdev,43.98986435,（低层·melbands·峰度·标准差）
lowlevel.melbands_kurtosis.var,1935.10803223,（低层·melbands·峰度·方差）
lowlevel.melbands_skewness.dmean,0.10447497,（低层·melbands·偏度·dmean）
lowlevel.melbands_skewness.dmean2,0.05098864,（低层·melbands·偏度·dmean2）
lowlevel.melbands_skewness.dvar,0.17455472,（低层·melbands·偏度·dvar）
lowlevel.melbands_skewness.dvar2,0.05935415,（低层·melbands·偏度·dvar2）
lowlevel.melbands_skewness.max,12.77306557,（低层·melbands·偏度·最大值）
lowlevel.melbands_skewness.mean,2.33742523,（低层·melbands·偏度·均值）
lowlevel.melbands_skewness.median,2.11917591,（低层·melbands·偏度·median）
lowlevel.melbands_skewness.min,0.87568069,（低层·melbands·偏度·最小值）
lowlevel.melbands_skewness.stdev,1.64163733,（低层·melbands·偏度·标准差）
lowlevel.melbands_skewness.var,2.69497299,（低层·melbands·偏度·方差）
lowlevel.melbands_spread.dmean,0.14818217,（低层·melbands·扩散度·dmean）
lowlevel.melbands_spread.dmean2,0.04525959,（低层·melbands·扩散度·dmean2）
lowlevel.melbands_spread.dvar,0.43829301,（低层·melbands·扩散度·dvar）
lowlevel.melbands_spread.dvar2,0.09639006,（低层·melbands·扩散度·dvar2）
lowlevel.melbands_spread.max,20.03651428,（低层·melbands·扩散度·最大值）
lowlevel.melbands_spread.mean,2.97140265,（低层·melbands·扩散度·均值）
lowlevel.melbands_spread.median,1.62404907,（低层·melbands·扩散度·median）
lowlevel.melbands_spread.min,0.56065398,（低层·melbands·扩散度·最小值）
lowlevel.melbands_spread.stdev,3.20875430,（低层·melbands·扩散度·标准差）
lowlevel.melbands_spread.var,10.29610443,（低层·melbands·扩散度·方差）
lowlevel.mfcc.cov,12568.62109375;9853.95410156;-3058.02929688;-6344.01855469;-1754.33886719;911.25494385;-624.43041992;-1486.43298340;-196.71348572;158.03808594;-893.76708984;-962.01196289;-20.71195984|9853.95410156;7931.17773438;-2057.21313477;-4955.37695312;-1692.69030762;437.53948975;-533.95672607;-1150.83068848;-241.19598389;23.27964973;-726.74829102;-776.84112549;-91.00252533|-3058.02929688;-2057.21313477;1375.56030273;1690.55383301;-75.03773499;-739.27313232;40.92288589;396.20150757;-82.18987274;-209.46438599;173.41033936;202.71458435;-119.81156158|-6344.01855469;-4955.37695312;1690.55383301;3422.49853516;934.93957520;-577.38989258;217.53895569;747.84423828;124.73383331;-81.90921021;444.51257324;488.56900024;6.34057188|-1754.33886719;-1692.69030762;-75.03773499;934.93957520;822.63037109;310.86819458;96.46422577;147.64787292;182.29948425;162.38717651;166.34141541;165.16168213;127.11372375|911.25494385;437.53948975;-739.27313232;-577.38989258;310.86819458;533.52331543;73.97855377;-132.68229675;89.80239105;161.40202332;-10.60862350;-31.54225159;105.30894470|-624.43041992;-533.95672607;40.92288589;217.53895569;96.46422577;73.97855377;162.71160889;134.17480469;11.26222324;-4.33872509;72.68573761;78.38291931;20.40714836|-1486.43298340;-1150.83068848;396.20150757;747.84423828;147.64787292;-132.68229675;134.17480469;246.68669128;32.92846680;-40.40024567;107.42699432;129.97308350;6.56260300|-196.71348572;-241.19598389;-82.18987274;124.73383331;182.29948425;89.80239105;11.26222324;32.92846680;75.73666382;55.63180542;16.17951202;21.06219292;44.33007812|158.03808594;23.27964973;-209.46438599;-81.90921021;162.38717651;161.40202332;-4.33872509;-40.40024567;55.63180542;74.55567932;5.82962990;-5.70901871;40.09548569|-893.76708984;-726.74829102;173.41033936;444.51257324;166.34141541;-10.60862350;72.68573761;107.42699432;16.17951202;5.82962990;86.17472076;82.82569885;8.05440044|-962.01196289;-776.84112549;202.71458435;488.56900024;165.16168213;-31.54225159;78.38291931;129.97308350;21.06219292;-5.70901871;82.82569885;91.01805115;13.54920769|-20.71195984;-91.00252533;-119.81156158;6.34057188;127.11372375;105.30894470;20.40714836;6.56260300;44.33007812;40.09548569;8.05440044;13.54920769;38.35943985,（低层·MFCC·cov）
