key,value,comment_zh
lowlevel.melbands.dvar2,0.00000000;0.00000000;0.00000000;0.00000002;0.00000023;0.00000029;0.00000001;0.00000000;0.00000000;0.00000000;0.00000002;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000,（低层·melbands·dvar2）
lowlevel.melbands.max,0.00000248;0.00000633;0.00003847;0.00446005;0.01051783;0.01169266;0.00440315;0.00238199;0.00131344;0.00228683;0.00579490;0.00041754;0.00089075;0.00061789;0.00045267;0.00017419;0.00048817;0.00014839;0.00010282;0.00009042;0.00003916;0.00003656;0.00000704;0.00000417;0.00000173;0.00000048;0.00000023;0.00000006;0.00000002;0.00000003;0.00000015;0.00000025;0.00000016;0.00000006;0.00000003;0.00000002;0.00000001;0.00000002;0.00000001;0.00000001,（低层·melbands·最大值）
lowlevel.melbands.mean,0.00000002;0.00000004;0.00000031;0.00022615;0.00055998;0.00059681;0.00022989;0.00009907;0.00005351;0.00009257;0.00021602;0.00001474;0.00002948;0.00002112;0.00001562;0.00000440;0.00000948;0.00000331;0.00000202;0.00000173;0.00000062;0.00000056;0.00000004;0.00000002;0.00000001;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000,（低层·melbands·均值）
lowlevel.melbands.median,0.00000000;0.00000000;0.00000000;0.00000203;0.00000507;0.00000524;0.00000203;0.00000004;0.00000002;0.00000003;0.00000004;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000,（低层·melbands·median）
lowlevel.melbands.min,0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000,（低层·melbands·最小值）
lowlevel.melbands.stdev,0.00000016;0.00000041;0.00000306;0.00069448;0.00173127;0.00184589;0.00070506;0.00035495;0.00019186;0.00033541;0.00081319;0.00005734;0.00011949;0.00008521;0.00006450;0.00002063;0.00005083;0.00001661;0.00000999;0.00000866;0.00000359;0.00000329;0.00000046;0.00000027;0.00000012;0.00000004;0.00000002;0.00000000;0.00000000;0.00000000;0.00000001;0.00000002;0.00000001;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000,（低层·melbands·标准差）
lowlevel.melbands.var,0.00000000;0.00000000;0.00000000;0.00000048;0.00000300;0.00000341;0.00000050;0.00000013;0.00000004;0.00000011;0.00000066;0.00000000;0.00000001;0.00000001;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000,（低层·melbands·方差）
lowlevel.melbands128.dmean,0.00000001;0.00000002;0.00000002;0.00000002;0.00000003;0.00000005;0.00000005;0.00000009;0.00000036;0.00000550;0.00005914;0.00009769;0.00008258;0.00009600;0.00010440;0.00010136;0.00006720;0.00000405;0.00000098;0.00001529;0.00002534;0.00000257;0.00000060;0.00001748;0.00002250;0.00000132;0.00002282;0.00007151;0.00000869;0.00000049;0.00000035;0.00000524;0.00000905;0.00000408;0.00000037;0.00000580;0.00000661;0.00000060;0.00001120;0.00000368;0.00000010;0.00000009;0.00000271;0.00000575;0.00000153;0.00000006;0.00000001;0.00000001;0.00000207;0.00000331;0.00000004;0.00000004;0.00000004;0.00000035;0.00000068;0.00000006;0.00000006;0.00000005;0.00000004;0.00000004;0.00000003;0.00000002;0.00000001;0.00000001;0.00000001;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000,（低层·melbands128·dmean）
lowlevel.melbands128.dmean2,0.00000002;0.00000002;0.00000002;0.00000002;0.00000004;0.00000006;0.00000006;0.00000013;0.00000044;0.00000388;0.00002386;0.00004706;0.00010655;0.00004798;0.00014380;0.00012162;0.00002592;0.00000298;0.00000037;0.00000622;0.00001005;0.00000149;0.00000020;0.00000695;0.00000894;0.00000139;0.00001085;0.00002972;0.00000449;0.00000066;0.00000038;0.00000202;0.00000788;0.00000313;0.00000019;0.00000260;0.00000278;0.00000062;0.00001147;0.00000373;0.00000012;0.00000011;0.00000173;0.00000381;0.00000085;0.00000007;0.00000001;0.00000002;0.00000318;0.00000537;0.00000004;0.00000004;0.00000004;0.00000026;0.00000053;0.00000006;0.00000005;0.00000005;0.00000004;0.00000004;0.00000003;0.00000002;0.00000001;0.00000001;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000,（低层·melbands128·dmean2）
lowlevel.melbands128.dvar,0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000014;0.00000042;0.00000031;0.00000041;0.00000037;0.00000040;0.00000018;0.00000000;0.00000000;0.00000001;0.00000003;0.00000000;0.00000000;0.00000001;0.00000002;0.00000000;0.00000002;0.00000021;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000,（低层·melbands128·dvar）
lowlevel.melbands128.dvar2,0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000007;0.00000020;0.00000063;0.00000018;0.00000053;0.00000037;0.00000007;0.00000000;0.00000000;0.00000000;0.00000001;0.00000000;0.00000000;0.00000000;0.00000001;0.00000000;0.00000002;0.00000009;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000,（低层·melbands128·dvar2）
lowlevel.melbands128.max,0.00000172;0.00000257;0.00000272;0.00000248;0.00000575;0.00001018;0.00000877;0.00002018;0.00010916;0.00109526;0.00950212;0.01521923;0.00878141;0.01476493;0.01031395;0.01287846;0.01066042;0.00090716;0.00029515;0.00250493;0.00404617;0.00051612;0.00018211;0.00283562;0.00362876;0.00037665;0.00391536;0.01150734;0.00158374;0.00010057;0.00007324;0.00085754;0.00141180;0.00062977;0.00009007;0.00096301;0.00107692;0.00008910;0.00082093;0.00030338;0.00001809;0.00001638;0.00045108;0.00091451;0.00024411;0.00001259;0.00000132;0.00000262;0.00020455;0.00028056;0.00000737;0.00000675;0.00000667;0.00005686;0.00011086;0.00000927;0.00000863;0.00000756;0.00000671;0.00000544;0.00000430;0.00000311;0.00000217;0.00000139;0.00000084;0.00000048;0.00000036;0.00000029;0.00000021;0.00000013;0.00000007;0.00000003;0.00000002;0.00000002;0.00000002;0.00000002;0.00000004;0.00000009;0.00000015;0.00000022;0.00000026;0.00000026;0.00000022;0.00000017;0.00000011;0.00000006;0.00000004;0.00000003;0.00000003;0.00000003;0.00000002;0.00000002;0.00000001;0.00000000;0.00000001;0.00000002;0.00000002;0.00000002;0.00000001;0.00000001;0.00000001;0.00000001;0.00000001;0.00000001;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000001;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000,（低层·melbands128·最大值）
lowlevel.melbands128.mean,0.00000001;0.00000001;0.00000002;0.00000002;0.00000003;0.00000007;0.00000005;0.00000013;0.00000073;0.00004102;0.00047813;0.00078277;0.00028054;0.00075913;0.00051153;0.00064781;0.00054745;0.00003315;0.00000528;0.00010356;0.00016886;0.00002064;0.00000283;0.00011436;0.00015248;0.00000864;0.00014650;0.00042880;0.00005843;0.00000060;0.00000057;0.00002952;0.00004711;0.00001877;0.00000252;0.00003347;0.00003554;0.00000175;0.00001882;0.00000767;0.00000010;0.00000010;0.00000870;0.00001710;0.00000647;0.00000021;0.00000001;0.00000002;0.00000419;0.00000518;0.00000011;0.00000004;0.00000004;0.00000091;0.00000196;0.00000006;0.00000005;0.00000004;0.00000003;0.00000003;0.00000002;0.00000002;0.00000001;0.00000001;0.00000001;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000,（低层·melbands128·均值）
lowlevel.melbands128.median,0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000034;0.00000430;0.00000712;0.00000234;0.00000692;0.00000433;0.00000566;0.00000497;0.00000027;0.00000000;0.00000004;0.00000006;0.00000001;0.00000000;0.00000004;0.00000006;0.00000000;0.00000002;0.00000007;0.00000001;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000,（低层·melbands128·median）
lowlevel.melbands128.min,0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000,（低层·melbands128·最小值）
lowlevel.melbands128.stdev,0.00000010;0.00000016;0.00000021;0.00000017;0.00000036;0.00000068;0.00000057;0.00000142;0.00000790;0.00013124;0.00146904;0.00240710;0.00092796;0.00233718;0.00160129;0.00200253;0.00167734;0.00010747;0.00002469;0.00037140;0.00060610;0.00007464;0.00001475;0.00041175;0.00054641;0.00003766;0.00055169;0.00161522;0.00022209;0.00000667;0.00000517;0.00011763;0.00018951;0.00008017;0.00001108;0.00013375;0.00014291;0.00000883;0.00009027;0.00003501;0.00000117;0.00000105;0.00004675;0.00009405;0.00003037;0.00000112;0.00000012;0.00000021;0.00002046;0.00002629;0.00000066;0.00000046;0.00000047;0.00000520;0.00001090;0.00000061;0.00000056;0.00000049;0.00000043;0.00000035;0.00000028;0.00000020;0.00000014;0.00000010;0.00000006;0.00000004;0.00000003;0.00000002;0.00000002;0.00000001;0.00000001;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000001;0.00000001;0.00000001;0.00000002;0.00000002;0.00000001;0.00000001;0.00000001;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000,（低层·melbands128·标准差）
lowlevel.melbands128.var,0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000002;0.00000216;0.00000579;0.00000086;0.00000546;0.00000256;0.00000401;0.00000281;0.00000001;0.00000000;0.00000014;0.00000037;0.00000001;0.00000000;0.00000017;0.00000030;0.00000000;0.00000030;0.00000261;0.00000005;0.00000000;0.00000000;0.00000001;0.00000004;0.00000001;0.00000000;0.00000002;0.00000002;0.00000000;0.00000001;0.00000000;0.00000000;0.00000000;0.00000000;0.00000001;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000,（低层·melbands128·方差）
lowlevel.melbands_crest.dmean,0.59938121,（低层·melbands·crest·dmean）
lowlevel.melbands_crest.dmean2,0.93563902,（低层·melbands·crest·dmean2）
lowlevel.melbands_crest.dvar,0.20995243,（低层·melbands·crest·dvar）
lowlevel.melbands_crest.dvar2,0.31136802,（低层·melbands·crest·dvar2）
lowlevel.melbands_crest.max,15.67545128,（低层·melbands·crest·最大值）
lowlevel.melbands_crest.mean,13.90189075,（低层·melbands·crest·均值）
lowlevel.melbands_crest.median,14.44614506,（低层·melbands·crest·median）
lowlevel.melbands_crest.min,2.21082306,（低层·melbands·crest·最小值）
lowlevel.melbands_crest.stdev,1.98390198,（低层·melbands·crest·标准差）
lowlevel.melbands_crest.var,3.93586707,（低层·melbands·crest·方差）
lowlevel.melbands_flatness_db.dmean,0.02757854,（低层·melbands·平坦度·db·dmean）
lowlevel.melbands_flatness_db.dmean2,0.04557915,（低层·melbands·平坦度·db·dmean2）
lowlevel.melbands_flatness_db.dvar,0.00093071,（低层·melbands·平坦度·db·dvar）
lowlevel.melbands_flatness_db.dvar2,0.00269490,（低层·melbands·平坦度·db·dvar2）
lowlevel.melbands_flatness_db.max,0.80461574,（低层·melbands·平坦度·db·最大值）
lowlevel.melbands_flatness_db.mean,0.63545114,（低层·melbands·平坦度·db·均值）
lowlevel.melbands_flatness_db.median,0.69358629,（低层·melbands·平坦度·db·median）
lowlevel.melbands_flatness_db.min,0.00506933,（低层·melbands·平坦度·db·最小值）
lowlevel.melbands_flatness_db.stdev,0.16157086,（低层·melbands·平坦度·db·标准差）
lowlevel.melbands_flatness_db.var,0.02610514,（低层·melbands·平坦度·db·方差）
lowlevel.melbands_kurtosis.dmean,1.20421493,（低层·melbands·峰度·dmean）
lowlevel.melbands_kurtosis.dmean2,1.03714538,（低层·melbands·峰度·dmean2）
lowlevel.melbands_kurtosis.dvar,10.10462379,（低层·melbands·峰度·dvar）
lowlevel.melbands_kurtosis.dvar2,6.38997602,（低层·melbands·峰度·dvar2）
lowlevel.melbands_kurtosis.max,163.12083435,（低层·melbands·峰度·最大值）
lowlevel.melbands_kurtosis.mean,15.63008118,（低层·melbands·峰度·均值）
lowlevel.melbands_kurtosis.median,4.20104694,（低层·melbands·峰度·median）
lowlevel.melbands_kurtosis.min,-1.36074066,（低层·melbands·峰度·最小值）
lowlevel.melbands_kurtosis.stdev,33.28429031,（低层·melbands·峰度·标准差）
lowlevel.melbands_kurtosis.var,1107.84387207,（低层·melbands·峰度·方差）
lowlevel.melbands_skewness.dmean,0.09498383,（低层·melbands·偏度·dmean）
lowlevel.melbands_skewness.dmean2,0.09727810,（低层·melbands·偏度·dmean2）
lowlevel.melbands_skewness.dvar,0.03497277,（低层·melbands·偏度·dvar）
lowlevel.melbands_skewness.dvar2,0.02946910,（低层·melbands·偏度·dvar2）
lowlevel.melbands_skewness.max,9.18142605,（低层·melbands·偏度·最大值）
lowlevel.melbands_skewness.mean,1.56226420,（低层·melbands·偏度·均值）
lowlevel.melbands_skewness.median,1.30549240,（低层·melbands·偏度·median）
lowlevel.melbands_skewness.min,-0.14137426,（低层·melbands·偏度·最小值）
lowlevel.melbands_skewness.stdev,1.76130295,（低层·melbands·偏度·标准差）
lowlevel.melbands_skewness.var,3.10218811,（低层·melbands·偏度·方差）
lowlevel.melbands_spread.dmean,0.67942578,（低层·melbands·扩散度·dmean）
lowlevel.melbands_spread.dmean2,0.91793883,（低层·melbands·扩散度·dmean2）
lowlevel.melbands_spread.dvar,26.76305580,（低层·melbands·扩散度·dvar）
lowlevel.melbands_spread.dvar2,43.08397675,（低层·melbands·扩散度·dvar2）
lowlevel.melbands_spread.max,153.79351807,（低层·melbands·扩散度·最大值）
lowlevel.melbands_spread.mean,4.07220364,（低层·melbands·扩散度·均值）
lowlevel.melbands_spread.median,1.12916839,（低层·melbands·扩散度·median）
lowlevel.melbands_spread.min,0.81782508,（低层·melbands·扩散度·最小值）
lowlevel.melbands_spread.stdev,15.14006042,（低层·melbands·扩散度·标准差）
lowlevel.melbands_spread.var,229.22143555,（低层·melbands·扩散度·方差）
lowlevel.mfcc.cov,16268.56445312;11429.47656250;-2763.82739258;-6038.40625000;-2164.68408203;-533.48382568;-1920.79199219;-1414.26245117;-131.74664307;-534.46105957;-1224.16406250;-725.19958496;-130.14006042|11429.47656250;9121.70019531;-1447.84460449;-4684.87841797;-2126.31420898;-792.20184326;-1597.21069336;-1280.19873047;-303.70257568;-540.26702881;-1064.27307129;-626.80065918;-193.18957520|-2763.82739258;-1447.84460449;1248.19580078;1182.15454102;-204.93508911;-481.49642944;123.15429688;77.70496368;-258.12716675;-104.97482300;131.97262573;2.10686517;-116.84197998|-6038.40625000;-4684.87841797;1182.15454102;2721.62475586;946.31744385;120.73809814;684.83984375;577.56475830;15.65538216;175.67063904;522.90118408;270.32693481;45.55316925|-2164.68408203;-2126.31420898;-204.93508911;946.31744385;913.94537354;529.86999512;358.38449097;301.79125977;225.28875732;210.09841919;237.36793518;195.90289307;146.75392151|-533.48382568;-792.20184326;-481.49642944;120.73809814;529.86999512;484.99499512;252.39132690;178.77677917;197.81097412;161.33334351;118.20533752;121.67178345;113.30300903|-1920.79199219;-1597.21069336;123.15429688;684.83984375;358.38449097;252.39132690;418.79818726;313.75079346;98.83506775;136.98347473;233.42976379;138.22520447;45.36110306|-1414.26245117;-1280.19873047;77.70496368;577.56475830;301.79125977;178.77677917;313.75079346;282.89239502;118.20471954;122.09240723;193.99691772;112.65355682;39.25973892|-131.74664307;-303.70257568;-258.12716675;15.65538216;225.28875732;197.81097412;98.83506775;118.20471954;154.22898865;106.99365234;56.58652496;58.74894714;54.16959381|-534.46105957;-540.26702881;-104.97482300;175.67063904;210.09841919;161.33334351;136.98347473;122.09240723;106.99365234;101.44685364;88.28739929;60.00122833;34.80076599|-1224.16406250;-1064.27307129;131.97262573;522.90118408;237.36793518;118.20533752;233.42976379;193.99691772;56.58652496;88.28739929;164.00526428;80.65514374;15.40501785|-725.19958496;-626.80065918;2.10686517;270.32693481;195.90289307;121.67178345;138.22520447;112.65355682;58.74894714;60.00122833;80.65514374;60.14867020;31.26356125|-130.14006042;-193.18957520;-116.84197998;45.55316925;146.75392151;113.30300903;45.36110306;39.25973892;54.16959381;34.80076599;15.40501785;31.26356125;37.76152039,（低层·MFCC·cov）
