key,value,comment_zh
lowlevel.melbands.dvar2,0.00000000;0.00000000;0.00000000;0.00000011;0.00000024;0.00000000;0.00000000;0.00000004;0.00000000;0.00000000;0.00000001;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000,（低层·melbands·dvar2）
lowlevel.melbands.max,0.00000036;0.00000202;0.00006121;0.00985417;0.01505135;0.00019640;0.00020852;0.00570685;0.00094047;0.00022721;0.00205877;0.00009462;0.00050316;0.00024267;0.00021701;0.00010586;0.00010082;0.00001980;0.00000001;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000,（低层·melbands·最大值）
lowlevel.melbands.mean,0.00000000;0.00000002;0.00000058;0.00059664;0.00090902;0.00000309;0.00000573;0.00025916;0.00004307;0.00000868;0.00007714;0.00000309;0.00001635;0.00000790;0.00000628;0.00000307;0.00000265;0.00000052;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000,（低层·melbands·均值）
lowlevel.melbands.median,0.00000000;0.00000000;0.00000000;0.00001783;0.00002726;0.00000006;0.00000001;0.00000054;0.00000009;0.00000000;0.00000001;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000,（低层·melbands·median）
lowlevel.melbands.min,0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000,（低层·melbands·最小值）
lowlevel.melbands.stdev,0.00000003;0.00000017;0.00000515;0.00160924;0.00245031;0.00001537;0.00002075;0.00084920;0.00014167;0.00003228;0.00028562;0.00001168;0.00006626;0.00003198;0.00002733;0.00001335;0.00001225;0.00000242;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000,（低层·melbands·标准差）
lowlevel.melbands.var,0.00000000;0.00000000;0.00000000;0.00000259;0.00000600;0.00000000;0.00000000;0.00000072;0.00000002;0.00000000;0.00000008;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000,（低层·melbands·方差）
lowlevel.melbands128.dmean,0.00000000;0.00000000;0.00000000;0.00000000;0.00000001;0.00000001;0.00000001;0.00000005;0.00000061;0.00001727;0.00014987;0.00024888;0.00005817;0.00000318;0.00000014;0.00000003;0.00000003;0.00000009;0.00000286;0.00004289;0.00007062;0.00000928;0.00000017;0.00000002;0.00000002;0.00000013;0.00000979;0.00002966;0.00000405;0.00000005;0.00000001;0.00000002;0.00000197;0.00001058;0.00000128;0.00000001;0.00000000;0.00000055;0.00000463;0.00000080;0.00000000;0.00000000;0.00000064;0.00000152;0.00000003;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000,（低层·melbands128·dmean）
lowlevel.melbands128.dmean2,0.00000000;0.00000000;0.00000000;0.00000001;0.00000001;0.00000002;0.00000002;0.00000007;0.00000112;0.00001469;0.00006602;0.00009798;0.00003126;0.00000475;0.00000012;0.00000002;0.00000002;0.00000005;0.00000289;0.00001997;0.00003036;0.00000609;0.00000016;0.00000001;0.00000001;0.00000015;0.00000537;0.00001354;0.00000233;0.00000005;0.00000000;0.00000001;0.00000115;0.00000512;0.00000080;0.00000001;0.00000000;0.00000032;0.00000242;0.00000048;0.00000000;0.00000000;0.00000039;0.00000086;0.00000004;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000,（低层·melbands128·dmean2）
lowlevel.melbands128.dvar,0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000002;0.00000087;0.00000212;0.00000017;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000007;0.00000018;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000003;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000,（低层·melbands128·dvar）
lowlevel.melbands128.dvar2,0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000003;0.00000052;0.00000098;0.00000017;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000005;0.00000009;0.00000001;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000002;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000,（低层·melbands128·dvar2）
lowlevel.melbands128.max,0.00000022;0.00000032;0.00000019;0.00000084;0.00000221;0.00000310;0.00000233;0.00001244;0.00015714;0.00277944;0.02094701;0.03407784;0.00854236;0.00062416;0.00003687;0.00000690;0.00000783;0.00002212;0.00048860;0.00601644;0.00972934;0.00142380;0.00004286;0.00000392;0.00000391;0.00003240;0.00141778;0.00409444;0.00061259;0.00001293;0.00000166;0.00000544;0.00029292;0.00146433;0.00019524;0.00000249;0.00000126;0.00008422;0.00064504;0.00011921;0.00000094;0.00000095;0.00009204;0.00021373;0.00000546;0.00000008;0.00000002;0.00000001;0.00000001;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000,（低层·melbands128·最大值）
lowlevel.melbands128.mean,0.00000000;0.00000000;0.00000000;0.00000001;0.00000002;0.00000002;0.00000002;0.00000010;0.00000139;0.00010832;0.00126274;0.00206094;0.00050586;0.00000962;0.00000024;0.00000004;0.00000004;0.00000013;0.00001212;0.00027341;0.00044018;0.00005292;0.00000028;0.00000002;0.00000002;0.00000022;0.00005366;0.00015261;0.00002052;0.00000009;0.00000001;0.00000003;0.00000889;0.00004717;0.00000543;0.00000001;0.00000001;0.00000217;0.00001848;0.00000335;0.00000001;0.00000001;0.00000244;0.00000557;0.00000006;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000,（低层·melbands128·均值）
lowlevel.melbands128.median,0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000001;0.00000297;0.00003781;0.00006238;0.00001482;0.00000018;0.00000000;0.00000000;0.00000000;0.00000000;0.00000002;0.00000057;0.00000092;0.00000010;0.00000000;0.00000000;0.00000000;0.00000000;0.00000001;0.00000002;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000,（低层·melbands128·median）
lowlevel.melbands128.min,0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000,（低层·melbands128·最小值）
lowlevel.melbands128.stdev,0.00000002;0.00000002;0.00000001;0.00000007;0.00000018;0.00000027;0.00000020;0.00000104;0.00001351;0.00031303;0.00340776;0.00554295;0.00137931;0.00004875;0.00000272;0.00000046;0.00000051;0.00000150;0.00004566;0.00089718;0.00144163;0.00017852;0.00000319;0.00000025;0.00000025;0.00000249;0.00019979;0.00056461;0.00007744;0.00000098;0.00000011;0.00000038;0.00003657;0.00019079;0.00002256;0.00000017;0.00000008;0.00000963;0.00008035;0.00001471;0.00000006;0.00000007;0.00001131;0.00002576;0.00000041;0.00000001;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000,（低层·melbands128·标准差）
lowlevel.melbands128.var,0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000010;0.00001161;0.00003072;0.00000190;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000080;0.00000208;0.00000003;0.00000000;0.00000000;0.00000000;0.00000000;0.00000004;0.00000032;0.00000001;0.00000000;0.00000000;0.00000000;0.00000000;0.00000004;0.00000000;0.00000000;0.00000000;0.00000000;0.00000001;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000,（低层·melbands128·方差）
lowlevel.melbands_crest.dmean,0.11918691,（低层·melbands·crest·dmean）
lowlevel.melbands_crest.dmean2,0.06769545,（低层·melbands·crest·dmean2）
lowlevel.melbands_crest.dvar,0.46739078,（低层·melbands·crest·dvar）
lowlevel.melbands_crest.dvar2,0.26857769,（低层·melbands·crest·dvar2）
lowlevel.melbands_crest.max,24.12522125,（低层·melbands·crest·最大值）
lowlevel.melbands_crest.mean,22.67541504,（低层·melbands·crest·均值）
lowlevel.melbands_crest.median,23.74806213,（低层·melbands·crest·median）
lowlevel.melbands_crest.min,2.31938004,（低层·melbands·crest·最小值）
lowlevel.melbands_crest.stdev,2.63780022,（低层·melbands·crest·标准差）
lowlevel.melbands_crest.var,6.95798969,（低层·melbands·crest·方差）
lowlevel.melbands_flatness_db.dmean,0.01294568,（低层·melbands·平坦度·db·dmean）
lowlevel.melbands_flatness_db.dmean2,0.01319121,（低层·melbands·平坦度·db·dmean2）
lowlevel.melbands_flatness_db.dvar,0.00032328,（低层·melbands·平坦度·db·dvar）
lowlevel.melbands_flatness_db.dvar2,0.00048235,（低层·melbands·平坦度·db·dvar2）
lowlevel.melbands_flatness_db.max,0.88280433,（低层·melbands·平坦度·db·最大值）
lowlevel.melbands_flatness_db.mean,0.73846459,（低层·melbands·平坦度·db·均值）
lowlevel.melbands_flatness_db.median,0.79085302,（低层·melbands·平坦度·db·median）
lowlevel.melbands_flatness_db.min,0.00534523,（低层·melbands·平坦度·db·最小值）
lowlevel.melbands_flatness_db.stdev,0.14659987,（低层·melbands·平坦度·db·标准差）
lowlevel.melbands_flatness_db.var,0.02149152,（低层·melbands·平坦度·db·方差）
lowlevel.melbands_kurtosis.dmean,5.29050493,（低层·melbands·峰度·dmean）
lowlevel.melbands_kurtosis.dmean2,2.69336820,（低层·melbands·峰度·dmean2）
lowlevel.melbands_kurtosis.dvar,209.10513306,（低层·melbands·峰度·dvar）
lowlevel.melbands_kurtosis.dvar2,47.89263916,（低层·melbands·峰度·dvar2）
lowlevel.melbands_kurtosis.max,634.52508545,（低层·melbands·峰度·最大值）
lowlevel.melbands_kurtosis.mean,52.91154861,（低层·melbands·峰度·均值）
lowlevel.melbands_kurtosis.median,11.83057022,（低层·melbands·峰度·median）
lowlevel.melbands_kurtosis.min,-1.25492740,（低层·melbands·峰度·最小值）
lowlevel.melbands_kurtosis.stdev,120.33760071,（低层·melbands·峰度·标准差）
lowlevel.melbands_kurtosis.var,14481.13867188,（低层·melbands·峰度·方差）
lowlevel.melbands_skewness.dmean,0.15602969,（低层·melbands·偏度·dmean）
lowlevel.melbands_skewness.dmean2,0.06519232,（低层·melbands·偏度·dmean2）
lowlevel.melbands_skewness.dvar,0.15958001,（低层·melbands·偏度·dvar）
lowlevel.melbands_skewness.dvar2,0.03334628,（低层·melbands·偏度·dvar2）
lowlevel.melbands_skewness.max,18.45357323,（低层·melbands·偏度·最大值）
lowlevel.melbands_skewness.mean,2.91172028,（低层·melbands·偏度·均值）
lowlevel.melbands_skewness.median,2.29483032,（低层·melbands·偏度·median）
lowlevel.melbands_skewness.min,0.07455224,（低层·melbands·偏度·最小值）
lowlevel.melbands_skewness.stdev,3.13452339,（低层·melbands·偏度·标准差）
lowlevel.melbands_skewness.var,9.82523632,（低层·melbands·偏度·方差）
lowlevel.melbands_spread.dmean,0.55179840,（低层·melbands·扩散度·dmean）
lowlevel.melbands_spread.dmean2,0.79101413,（低层·melbands·扩散度·dmean2）
lowlevel.melbands_spread.dvar,38.79199219,（低层·melbands·扩散度·dvar）
lowlevel.melbands_spread.dvar2,70.42710114,（低层·melbands·扩散度·dvar2）
lowlevel.melbands_spread.max,131.21047974,（低层·melbands·扩散度·最大值）
lowlevel.melbands_spread.mean,2.37354374,（低层·melbands·扩散度·均值）
lowlevel.melbands_spread.median,0.50308722,（低层·melbands·扩散度·median）
lowlevel.melbands_spread.min,0.27099985,（低层·melbands·扩散度·最小值）
lowlevel.melbands_spread.stdev,11.42742062,（低层·melbands·扩散度·标准差）
lowlevel.melbands_spread.var,130.58595276,（低层·melbands·扩散度·方差）
lowlevel.mfcc.cov,9067.71875000;8545.20214844;209.35574341;-4508.78173828;-3450.55297852;-500.86389160;327.00357056;-806.34521484;-1330.42529297;-450.21383667;293.85327148;-150.54626465;-883.09924316|8545.20214844;8131.67773438;367.41586304;-4149.91943359;-3323.62377930;-644.71313477;175.32275391;-798.29968262;-1260.85595703;-466.23461914;213.08306885;-179.80642700;-841.75085449|209.35574341;367.41586304;397.37030029;166.20518494;-199.33413696;-394.01342773;-305.69955444;-113.92826843;-41.60902023;-97.90809631;-136.70088196;-90.54625702;-39.29460144|-4508.78173828;-4149.91943359;166.20518494;2497.28833008;1718.66748047;22.61409569;-390.86831665;311.68139648;651.65643311;177.66709900;-234.85047913;14.98403454;425.42950439|-3450.55297852;-3323.62377930;-199.33413696;1718.66748047;1468.97399902;372.81332397;-41.12488556;290.05746460;488.75885010;212.36849976;-49.50025558;84.25817871;333.20431519|-500.86389160;-644.71313477;-394.01342773;22.61409569;372.81332397;454.13931274;297.35513306;112.38547516;62.06696701;112.60971069;137.11528015;96.71194458;60.58804703|327.00357056;175.32275391;-305.69955444;-390.86831665;-41.12488556;297.35513306;293.54849243;77.12123108;-28.02852249;50.64897919;123.43489075;71.27792358;-6.07930136|-806.34521484;-798.29968262;-113.92826843;311.68139648;290.05746460;112.38547516;77.12123108;158.85975647;167.22451782;67.19062042;-0.64380592;42.31635284;107.15432739|-1330.42529297;-1260.85595703;-41.60902023;651.65643311;488.75885010;62.06696701;-28.02852249;167.22451782;243.40753174;89.48587799;-37.65887833;31.48950958;149.37628174|-450.21383667;-466.23461914;-97.90809631;177.66709900;212.36849976;112.60971069;50.64897919;67.19062042;89.48587799;68.43946838;36.08816147;34.99190140;53.03350067|293.85327148;213.08306885;-136.70088196;-234.85047913;-49.50025558;137.11528015;123.43489075;-0.64380592;-37.65887833;36.08816147;84.32372284;37.88573837;-21.22149658|-150.54626465;-179.80642700;-90.54625702;14.98403454;84.25817871;96.71194458;71.27792358;42.31635284;31.48950958;34.99190140;37.88573837;33.83105087;27.91065025|-883.09924316;-841.75085449;-39.29460144;425.42950439;333.20431519;60.58804703;-6.07930136;107.15432739;149.37628174;53.03350067;-21.22149658;27.91065025;102.29833984,（低层·MFCC·cov）
